File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,427098748.244659,0.000053,0.000000,0.000050,0.000672,17,1000
/data/egentili/af_1_k101.mtx,6151256141.911465,0.005706,0.000001,0.003113,0.010115,17,1000
/data/egentili/af23560.mtx,20701657670.234604,0.000044,0.000000,0.000042,0.000254,17,1000
/data/egentili/amazon0302.mtx,11551671678.354870,0.000214,0.000000,0.000208,0.001117,17,1000
/data/egentili/bcsstk17.mtx,16465971204.838896,0.000052,0.000000,0.000050,0.000354,17,1000
/data/egentili/cage4.mtx,14894966.701068,0.000007,0.000000,0.000004,0.000023,17,1000
/data/egentili/cant.mtx,10218880115.968559,0.000784,0.000000,0.000750,0.002294,17,1000
/data/egentili/cavity10.mtx,7850699659.668647,0.000019,0.000000,0.000017,0.000143,17,1000
/data/egentili/cop20k_A.mtx,6203075579.373884,0.000846,0.000000,0.000826,0.001853,17,1000
/data/egentili/Cube_Coup_dt0.mtx,5270860546.876016,0.047205,0.000001,0.047005,0.072001,17,1000
/data/egentili/dc1.mtx,261463617.208836,0.005862,0.000000,0.005801,0.006207,17,1000
/data/egentili/FEM_3D_thermal1.mtx,20498582789.611198,0.000042,0.000000,0.000039,0.000276,17,1000
/data/egentili/lung2.mtx,11815483477.316427,0.000083,0.000000,0.000081,0.000568,17,1000
/data/egentili/mac_econ_fwd500.mtx,2819276751.426551,0.000903,0.000000,0.000878,0.002489,17,1000
/data/egentili/mcfe.mtx,3703003032.139956,0.000013,0.000000,0.000011,0.000122,17,1000
/data/egentili/mhd4800a.mtx,11399522145.396996,0.000018,0.000000,0.000015,0.000138,17,1000
/data/egentili/mhda416.mtx,2526966278.517532,0.000007,0.000000,0.000005,0.000033,17,1000
/data/egentili/ML_Laplace.mtx,6097860918.760024,0.009047,0.000000,0.008635,0.015153,17,1000
/data/egentili/nlpkkt80.mtx,5382449998.585669,0.010476,0.000000,0.010421,0.016791,17,1000
/data/egentili/olafu.mtx,18598278939.406105,0.000109,0.000000,0.000106,0.000516,17,1000
/data/egentili/olm1000.mtx,1125786635.911532,0.000007,0.000000,0.000005,0.000022,17,1000
/data/egentili/PR02R.mtx,5269681296.099303,0.003107,0.000000,0.003078,0.005795,17,1000
/data/egentili/raefsky2.mtx,17284221602.521011,0.000034,0.000000,0.000032,0.000189,17,1000
/data/egentili/rdist2.mtx,5691646915.955279,0.000020,0.000000,0.000018,0.000145,17,1000
/data/egentili/roadNet-PA.mtx,3595040535.405845,0.001716,0.000000,0.001689,0.003391,17,1000
/data/egentili/thermal1.mtx,15850758353.798666,0.000072,0.000000,0.000069,0.000584,17,1000
/data/egentili/thermal2.mtx,3450030499.820527,0.004974,0.000000,0.004926,0.008392,17,1000
/data/egentili/thermomech_TK.mtx,14334931731.439074,0.000099,0.000000,0.000096,0.000728,17,1000
/data/egentili/webbase-1M.mtx,938216482.274108,0.006620,0.000000,0.006563,0.008985,17,1000
/data/egentili/west2021.mtx,1773964401.490491,0.000008,0.000000,0.000006,0.000025,17,1000
