File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,434096196.116149,0.000052,0.000000,0.000049,0.000850,8,1000
/data/egentili/af_1_k101.mtx,6894969830.216233,0.005091,0.000002,0.003242,0.011809,8,1000
/data/egentili/af23560.mtx,10467963042.361448,0.000088,0.000000,0.000077,0.000326,8,1000
/data/egentili/amazon0302.mtx,5622858872.980131,0.000439,0.000000,0.000425,0.001580,8,1000
/data/egentili/bcsstk17.mtx,8938167647.014030,0.000096,0.000000,0.000092,0.000329,8,1000
/data/egentili/cage4.mtx,19572737.844126,0.000005,0.000000,0.000003,0.000016,8,1000
/data/egentili/cant.mtx,7671284454.112041,0.001045,0.000000,0.000990,0.002344,8,1000
/data/egentili/cavity10.mtx,5264379432.634369,0.000029,0.000000,0.000027,0.000163,8,1000
/data/egentili/cop20k_A.mtx,3267804508.646348,0.001606,0.000000,0.001579,0.002803,8,1000
/data/egentili/Cube_Coup_dt0.mtx,6445580944.940104,0.038602,0.000082,0.025816,0.072581,8,1000
/data/egentili/dc1.mtx,277778836.317059,0.005518,0.000000,0.005389,0.006048,8,1000
/data/egentili/FEM_3D_thermal1.mtx,11381173075.190134,0.000076,0.000000,0.000071,0.000339,8,1000
/data/egentili/lung2.mtx,6262811828.770163,0.000157,0.000000,0.000151,0.000480,8,1000
/data/egentili/mac_econ_fwd500.mtx,2226850571.542443,0.001144,0.000000,0.001108,0.002529,8,1000
/data/egentili/mcfe.mtx,3333668099.417649,0.000015,0.000000,0.000012,0.000126,8,1000
/data/egentili/mhd4800a.mtx,7323283317.556680,0.000028,0.000000,0.000025,0.000158,8,1000
/data/egentili/mhda416.mtx,2357449916.558085,0.000007,0.000000,0.000005,0.000024,8,1000
/data/egentili/ML_Laplace.mtx,5769007127.433127,0.009562,0.000000,0.009398,0.015144,8,1000
/data/egentili/nlpkkt80.mtx,5276136602.606182,0.010687,0.000000,0.010585,0.016921,8,1000
/data/egentili/olafu.mtx,9955895711.274843,0.000204,0.000000,0.000198,0.000711,8,1000
/data/egentili/olm1000.mtx,1277148781.620274,0.000006,0.000000,0.000004,0.000023,8,1000
/data/egentili/PR02R.mtx,5058758258.445448,0.003236,0.000000,0.003184,0.005743,8,1000
/data/egentili/raefsky2.mtx,9715629047.022827,0.000060,0.000000,0.000058,0.000288,8,1000
/data/egentili/rdist2.mtx,3380266914.341286,0.000034,0.000000,0.000031,0.000174,8,1000
/data/egentili/roadNet-PA.mtx,3163937424.362434,0.001949,0.000000,0.001912,0.003593,8,1000
/data/egentili/thermal1.mtx,8241010160.408643,0.000139,0.000000,0.000136,0.000634,8,1000
/data/egentili/thermal2.mtx,3326201839.266804,0.005159,0.000000,0.005082,0.008510,8,1000
/data/egentili/thermomech_TK.mtx,7432263268.799178,0.000191,0.000000,0.000185,0.000924,8,1000
/data/egentili/webbase-1M.mtx,839797855.151318,0.007396,0.000000,0.007176,0.009395,8,1000
/data/egentili/west2021.mtx,1660351067.745687,0.000009,0.000000,0.000007,0.000025,8,1000
