File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,1413407732.254449,0.000016,0.000000,0.000011,0.001249,39,1000
/data/egentili/af_1_k101.mtx,5628742604.634590,0.006236,0.000000,0.006066,0.010353,39,1000
/data/egentili/af23560.mtx,26664722286.399967,0.000035,0.000000,0.000029,0.000352,39,1000
/data/egentili/amazon0302.mtx,16210329152.812767,0.000152,0.000000,0.000142,0.001184,39,1000
/data/egentili/bcsstk17.mtx,11738041730.480627,0.000073,0.000000,0.000029,0.017131,39,1000
/data/egentili/cage4.mtx,7839457.268142,0.000013,0.000000,0.000010,0.000021,39,1000
/data/egentili/cant.mtx,17492439513.012970,0.000458,0.000000,0.000430,0.002445,39,1000
/data/egentili/cavity10.mtx,9694037208.690323,0.000016,0.000000,0.000013,0.000168,39,1000
/data/egentili/cop20k_A.mtx,12859640145.390120,0.000408,0.000000,0.000388,0.001766,39,1000
/data/egentili/Cube_Coup_dt0.mtx,5155258670.697118,0.048264,0.000003,0.047217,0.075612,39,1000
/data/egentili/dc1.mtx,5175354455.926840,0.000296,0.000000,0.000291,0.000680,39,1000
/data/egentili/FEM_3D_thermal1.mtx,25739480022.519230,0.000033,0.000000,0.000027,0.000274,39,1000
/data/egentili/lung2.mtx,22119996765.217999,0.000045,0.000000,0.000040,0.000451,39,1000
/data/egentili/mac_econ_fwd500.mtx,23862044184.871479,0.000107,0.000000,0.000076,0.000951,39,1000
/data/egentili/mcfe.mtx,3819222665.252376,0.000013,0.000000,0.000010,0.000132,39,1000
/data/egentili/mhd4800a.mtx,11874688316.788002,0.000017,0.000000,0.000014,0.000143,39,1000
/data/egentili/mhda416.mtx,1367998664.211969,0.000013,0.000000,0.000010,0.000046,39,1000
/data/egentili/ML_Laplace.mtx,5898852624.720166,0.009352,0.000006,0.005360,0.026204,39,1000
/data/egentili/nlpkkt80.mtx,6082882154.307088,0.009270,0.000005,0.005782,0.022062,39,1000
/data/egentili/olafu.mtx,29836898226.443108,0.000068,0.000000,0.000054,0.000734,39,1000
/data/egentili/olm1000.mtx,664903501.428098,0.000012,0.000000,0.000009,0.000074,39,1000
/data/egentili/PR02R.mtx,6625450042.163077,0.002471,0.000001,0.002359,0.014070,39,1000
/data/egentili/raefsky2.mtx,21117314831.648487,0.000028,0.000000,0.000023,0.000237,39,1000
/data/egentili/rdist2.mtx,7504363696.836463,0.000015,0.000000,0.000011,0.000161,39,1000
/data/egentili/roadNet-PA.mtx,4549783883.814710,0.001356,0.000000,0.001292,0.003074,39,1000
/data/egentili/thermal1.mtx,24098079929.086071,0.000048,0.000000,0.000044,0.000485,39,1000
/data/egentili/thermal2.mtx,4084377005.743941,0.004202,0.000000,0.004122,0.007291,39,1000
/data/egentili/thermomech_TK.mtx,22475739178.522861,0.000063,0.000000,0.000058,0.000585,39,1000
/data/egentili/webbase-1M.mtx,3953036369.662597,0.001571,0.000000,0.001522,0.003293,39,1000
/data/egentili/west2021.mtx,1183160320.491241,0.000012,0.000000,0.000010,0.000038,39,1000
