File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,1617674310.143249,0.000014,0.000000,0.000010,0.001247,22,1000
/data/egentili/af_1_k101.mtx,4981263916.766992,0.007047,0.000003,0.006219,0.039079,22,1000
/data/egentili/af23560.mtx,19114545842.859829,0.000048,0.000000,0.000040,0.003988,22,1000
/data/egentili/amazon0302.mtx,10046959112.763258,0.000246,0.000000,0.000237,0.001502,22,1000
/data/egentili/bcsstk17.mtx,18999177205.227539,0.000045,0.000000,0.000042,0.000305,22,1000
/data/egentili/cage4.mtx,10339404.956290,0.000009,0.000000,0.000007,0.000016,22,1000
/data/egentili/cant.mtx,13149279042.807076,0.000610,0.000001,0.000462,0.019196,22,1000
/data/egentili/cavity10.mtx,10789081781.695190,0.000014,0.000000,0.000011,0.000142,22,1000
/data/egentili/cop20k_A.mtx,8175246378.230899,0.000642,0.000000,0.000457,0.001821,22,1000
/data/egentili/Cube_Coup_dt0.mtx,5368859028.740774,0.046344,0.000168,0.025939,0.121816,22,1000
/data/egentili/dc1.mtx,4053389819.662145,0.000378,0.000001,0.000291,0.014068,22,1000
/data/egentili/FEM_3D_thermal1.mtx,18948314874.563221,0.000045,0.000000,0.000035,0.000324,22,1000
/data/egentili/lung2.mtx,15125389930.079142,0.000065,0.000000,0.000053,0.000431,22,1000
/data/egentili/mac_econ_fwd500.mtx,16607233876.049013,0.000153,0.000000,0.000128,0.001028,22,1000
/data/egentili/mcfe.mtx,4933593007.325395,0.000010,0.000000,0.000008,0.000121,22,1000
/data/egentili/mhd4800a.mtx,11974274866.542767,0.000017,0.000000,0.000013,0.000143,22,1000
/data/egentili/mhda416.mtx,1990076111.838854,0.000009,0.000000,0.000006,0.000101,22,1000
/data/egentili/ML_Laplace.mtx,5122195559.355711,0.010770,0.000010,0.005493,0.060679,22,1000
/data/egentili/nlpkkt80.mtx,4660372816.033393,0.012099,0.000011,0.008315,0.059978,22,1000
/data/egentili/olafu.mtx,21381233399.163761,0.000095,0.000000,0.000084,0.000700,22,1000
/data/egentili/olm1000.mtx,989997876.384446,0.000008,0.000000,0.000006,0.000122,22,1000
/data/egentili/PR02R.mtx,6419275624.181979,0.002550,0.000000,0.001660,0.004965,22,1000
/data/egentili/raefsky2.mtx,19066597074.575779,0.000031,0.000000,0.000028,0.000209,22,1000
/data/egentili/rdist2.mtx,9929304754.346449,0.000011,0.000000,0.000009,0.000136,22,1000
/data/egentili/roadNet-PA.mtx,4317776913.932833,0.001428,0.000000,0.001326,0.003574,22,1000
/data/egentili/thermal1.mtx,16136531777.680967,0.000071,0.000000,0.000068,0.000544,22,1000
/data/egentili/thermal2.mtx,3510560085.189225,0.004888,0.000004,0.004237,0.045322,22,1000
/data/egentili/thermomech_TK.mtx,11902238576.808977,0.000120,0.000000,0.000101,0.000849,22,1000
/data/egentili/webbase-1M.mtx,3351875850.908500,0.001853,0.000003,0.001516,0.040738,22,1000
/data/egentili/west2021.mtx,1499269038.848743,0.000010,0.000000,0.000007,0.000033,22,1000
