matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.018153,1239056.625000,0.000065,0.016416,0.272224
"/data/egentili/af_1_k101.mtx",1.225076,28652392.000000,0.004333,1.187872,1.383072
"/data/egentili/af23560.mtx",0.056797,16219154.000000,0.000001,0.053984,0.062880
"/data/egentili/amazon0302.mtx",0.514842,4797108.500000,0.000000,0.513024,0.519520
"/data/egentili/bcsstk17.mtx",0.033854,25323108.000000,0.000000,0.032416,0.041664
"/data/egentili/cage4.mtx",0.004207,23295.527344,0.000001,0.002848,0.020288
"/data/egentili/cant.mtx",0.181880,44066216.000000,0.000003,0.176448,0.188256
"/data/egentili/cavity10.mtx",0.009509,16020044.000000,0.000000,0.008192,0.020160
"/data/egentili/cop20k_A.mtx",0.255866,20513308.000000,0.000001,0.252832,0.259744
"/data/egentili/Cube_Coup_dt0.mtx",5.572503,44649980.000000,0.015694,5.516832,6.395360
"/data/egentili/dc1.mtx",1.018864,1504412.500000,0.000001,1.015968,1.036384
"/data/egentili/FEM_3D_thermal1.mtx",0.044840,19212246.000000,0.000001,0.042944,0.050944
"/data/egentili/lung2.mtx",0.223360,4410503.000000,0.000001,0.221408,0.235040
"/data/egentili/mac_econ_fwd500.mtx",0.422654,6025678.000000,0.000001,0.420384,0.438240
"/data/egentili/mcfe.mtx",0.006422,7593633.000000,0.000000,0.005376,0.017056
"/data/egentili/mhd4800a.mtx",0.015581,13125475.000000,0.000000,0.014336,0.022208
"/data/egentili/mhda416.mtx",0.006099,2807550.250000,0.000000,0.004544,0.017472
"/data/egentili/ML_Laplace.mtx",1.103359,49997676.000000,0.002365,1.063904,1.252640
"/data/egentili/nlpkkt80.mtx",2.310851,24400254.000000,0.009937,2.270176,2.688256
"/data/egentili/olafu.mtx",0.053541,37920920.000000,0.000000,0.051552,0.062880
"/data/egentili/olm1000.mtx",0.005663,1411375.625000,0.000000,0.004544,0.010240
"/data/egentili/PR02R.mtx",0.459726,35608732.000000,0.000894,0.425984,0.495104
"/data/egentili/raefsky2.mtx",0.014039,41818300.000000,0.000000,0.012672,0.026432
"/data/egentili/rdist2.mtx",0.011994,9476784.000000,0.000000,0.010656,0.020896
"/data/egentili/roadNet-PA.mtx",2.142889,2878166.500000,0.000089,2.138944,2.437056
"/data/egentili/thermal1.mtx",0.167398,6863362.000000,0.000000,0.165888,0.173184
"/data/egentili/thermal2.mtx",2.435894,7044899.000000,0.007897,2.410496,2.844064
"/data/egentili/thermomech_TK.mtx",0.205671,6919379.500000,0.000001,0.204736,0.221664
"/data/egentili/webbase-1M.mtx",2.055283,3022003.500000,0.000064,2.046368,2.073280
"/data/egentili/west2021.mtx",0.008476,1724861.500000,0.000000,0.007008,0.014528
