matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.085780,262204.781250,0.000038,0.084032,0.280672
"/data/egentili/af_1_k101.mtx",3.582227,9798751.000000,0.000131,3.565504,3.908064
"/data/egentili/af23560.mtx",0.048441,19016766.000000,0.000000,0.047104,0.059584
"/data/egentili/amazon0302.mtx",0.081293,30380810.000000,0.000001,0.078112,0.085824
"/data/egentili/bcsstk17.mtx",0.100178,8557778.000000,0.000001,0.097120,0.114912
"/data/egentili/cage4.mtx",0.004528,21642.341797,0.000000,0.002976,0.010304
"/data/egentili/cant.mtx",1.077686,7437013.500000,0.000342,1.007616,1.126880
"/data/egentili/cavity10.mtx",0.063344,2404992.250000,0.000001,0.061440,0.077344
"/data/egentili/cop20k_A.mtx",0.579709,9053954.000000,0.000007,0.573056,0.591936
"/data/egentili/Cube_Coup_dt0.mtx",28.091396,8857237.000000,0.009759,27.807297,29.492224
"/data/egentili/dc1.mtx",8.625126,177712.421875,0.000148,8.615936,8.927936
"/data/egentili/FEM_3D_thermal1.mtx",0.060446,14252144.000000,0.000001,0.059168,0.072672
"/data/egentili/lung2.mtx",0.043345,22727532.000000,0.000001,0.040640,0.046496
"/data/egentili/mac_econ_fwd500.mtx",0.515332,4942017.500000,0.000018,0.504800,0.526336
"/data/egentili/mcfe.mtx",0.042603,1144611.625000,0.000000,0.041120,0.057600
"/data/egentili/mhd4800a.mtx",0.037387,5469902.500000,0.000000,0.036736,0.045056
"/data/egentili/mhda416.mtx",0.013855,1235958.875000,0.000000,0.012448,0.019136
"/data/egentili/ML_Laplace.mtx",7.568148,7289154.500000,0.001073,7.444480,7.903200
"/data/egentili/nlpkkt80.mtx",4.505516,12514736.000000,0.000404,4.449280,4.937440
"/data/egentili/olafu.mtx",0.174763,11617548.000000,0.000001,0.172032,0.190976
"/data/egentili/olm1000.mtx",0.008375,954219.500000,0.000000,0.006976,0.016384
"/data/egentili/PR02R.mtx",2.682708,6102144.500000,0.000705,2.601088,2.760672
"/data/egentili/raefsky2.mtx",0.112511,5218174.500000,0.000001,0.110912,0.131488
"/data/egentili/rdist2.mtx",0.064623,1758941.375000,0.000001,0.063488,0.077952
"/data/egentili/roadNet-PA.mtx",0.205213,30054518.000000,0.000001,0.202848,0.211744
"/data/egentili/thermal1.mtx",0.044037,26089944.000000,0.000000,0.041568,0.046848
"/data/egentili/thermal2.mtx",0.506740,33864736.000000,0.000015,0.502176,0.621120
"/data/egentili/thermomech_TK.mtx",0.056150,25344936.000000,0.000002,0.053248,0.061824
"/data/egentili/webbase-1M.mtx",0.917028,6773043.000000,0.000230,0.904640,0.976288
"/data/egentili/west2021.mtx",0.010201,1433243.125000,0.000000,0.008896,0.020384
