File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,357299444.003177,0.000063,5,20
/data/egentili/af_1_k101/af_1_k101.mtx,566659428.987470,0.061944,5,20
/data/egentili/af23560/af23560.mtx,533887391.694920,0.001725,5,20
/data/egentili/amazon0302/amazon0302.mtx,284090388.851505,0.008694,5,20
/data/egentili/bcsstk17/bcsstk17.mtx,38666408.078767,0.022172,5,20
/data/egentili/cage4/cage4.mtx,26486486.486486,0.000004,5,20
/data/egentili/cant/cant.mtx,40241900.296589,0.199165,5,20
/data/egentili/cavity10/cavity10.mtx,37241058.987459,0.004091,5,20
/data/egentili/cop20k_A/cop20k_A.mtx,194617978.757131,0.026969,5,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,560289462.759739,0.444078,5,20
/data/egentili/dc1/dc1.mtx,345227311.118369,0.004440,5,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37907910.022178,0.022726,5,20
/data/egentili/lung2/lung2.mtx,36978168.823759,0.026641,5,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37167764.989350,0.068521,5,20
/data/egentili/mcfe/mcfe.mtx,39713331.704536,0.001228,5,20
/data/egentili/mhd4800a/mhd4800a.mtx,38176879.637840,0.005357,5,20
/data/egentili/mhda416/mhda416.mtx,38502529.510961,0.000445,5,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,555672304.268316,0.099277,5,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,543142336.427352,0.103813,5,20
/data/egentili/olafu/olafu.mtx,37993644.995528,0.053438,5,20
/data/egentili/olm1000/olm1000.mtx,37796169.307165,0.000211,5,20
/data/egentili/PR02R/PR02R.mtx,546070724.490715,0.029978,5,20
/data/egentili/raefsky2/raefsky2.mtx,37987221.170800,0.015455,5,20
/data/egentili/rdist2/rdist2.mtx,38000802.353570,0.002991,5,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,36091660.624659,0.170887,5,20
/data/egentili/thermal1/thermal1.mtx,37689890.235341,0.030483,5,20
/data/egentili/thermal2/thermal2.mtx,37216284.436548,0.461105,5,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,36726806.318664,0.038749,5,20
/data/egentili/webbase-1M/webbase-1M.mtx,333521562.394282,0.018623,5,20
/data/egentili/west2021/west2021.mtx,39524195.728575,0.000370,5,20
