File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,350615744.349182,0.000064,10,20
/data/egentili/af_1_k101/af_1_k101.mtx,565560616.582373,0.062065,10,20
/data/egentili/af23560/af23560.mtx,545038014.377422,0.001690,10,20
/data/egentili/amazon0302/amazon0302.mtx,282667872.225974,0.008737,10,20
/data/egentili/bcsstk17/bcsstk17.mtx,38624772.477428,0.022196,10,20
/data/egentili/cage4/cage4.mtx,27605633.802817,0.000004,10,20
/data/egentili/cant/cant.mtx,41076054.933332,0.195120,10,20
/data/egentili/cavity10/cavity10.mtx,38017069.275304,0.004007,10,20
/data/egentili/cop20k_A/cop20k_A.mtx,193691144.397578,0.027098,10,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,564581116.227693,0.440702,10,20
/data/egentili/dc1/dc1.mtx,344273569.543489,0.004452,10,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37952249.102936,0.022699,10,20
/data/egentili/lung2/lung2.mtx,36776003.509132,0.026787,10,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37174465.178196,0.068509,10,20
/data/egentili/mcfe/mcfe.mtx,38877461.532329,0.001254,10,20
/data/egentili/mhd4800a/mhd4800a.mtx,37968493.265134,0.005386,10,20
/data/egentili/mhda416/mhda416.mtx,36360547.828857,0.000471,10,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,545350256.386429,0.101156,10,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,549131766.472635,0.102681,10,20
/data/egentili/olafu/olafu.mtx,38504363.789461,0.052729,10,20
/data/egentili/olm1000/olm1000.mtx,37662582.469369,0.000212,10,20
/data/egentili/PR02R/PR02R.mtx,557487025.105229,0.029364,10,20
/data/egentili/raefsky2/raefsky2.mtx,38694756.683902,0.015173,10,20
/data/egentili/rdist2/rdist2.mtx,38585152.245494,0.002946,10,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35958756.635582,0.171518,10,20
/data/egentili/thermal1/thermal1.mtx,37139139.724814,0.030935,10,20
/data/egentili/thermal2/thermal2.mtx,37134687.315050,0.462118,10,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37547253.443090,0.037902,10,20
/data/egentili/webbase-1M/webbase-1M.mtx,342069299.760152,0.018157,10,20
/data/egentili/west2021/west2021.mtx,40104238.101769,0.000365,10,20
