File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,355323854.660348,0.000063,30,20
/data/egentili/af_1_k101/af_1_k101.mtx,555388804.678378,0.063201,30,20
/data/egentili/af23560/af23560.mtx,527211125.736851,0.001747,30,20
/data/egentili/amazon0302/amazon0302.mtx,279147103.701611,0.008848,30,20
/data/egentili/bcsstk17/bcsstk17.mtx,37806741.533393,0.022676,30,20
/data/egentili/cage4/cage4.mtx,26486486.486486,0.000004,30,20
/data/egentili/cant/cant.mtx,40363142.917648,0.198566,30,20
/data/egentili/cavity10/cavity10.mtx,38237014.168643,0.003984,30,20
/data/egentili/cop20k_A/cop20k_A.mtx,193617550.279618,0.027108,30,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,569306191.932400,0.437045,30,20
/data/egentili/dc1/dc1.mtx,351791788.115949,0.004357,30,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,38685254.580930,0.022269,30,20
/data/egentili/lung2/lung2.mtx,37671982.761093,0.026150,30,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37637345.057543,0.067666,30,20
/data/egentili/mcfe/mcfe.mtx,39523423.569460,0.001234,30,20
/data/egentili/mhd4800a/mhd4800a.mtx,37900238.145983,0.005396,30,20
/data/egentili/mhda416/mhda416.mtx,38206157.965194,0.000448,30,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,558577811.259467,0.098760,30,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,551132745.110113,0.102308,30,20
/data/egentili/olafu/olafu.mtx,38591420.525770,0.052610,30,20
/data/egentili/olm1000/olm1000.mtx,37680339.462518,0.000212,30,20
/data/egentili/PR02R/PR02R.mtx,558713308.384485,0.029300,30,20
/data/egentili/raefsky2/raefsky2.mtx,38491803.063730,0.015253,30,20
/data/egentili/rdist2/rdist2.mtx,38185269.169396,0.002977,30,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35701690.559091,0.172753,30,20
/data/egentili/thermal1/thermal1.mtx,36870200.345944,0.031161,30,20
/data/egentili/thermal2/thermal2.mtx,37670105.548180,0.455550,30,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37362520.806314,0.038089,30,20
/data/egentili/webbase-1M/webbase-1M.mtx,333564550.517446,0.018620,30,20
/data/egentili/west2021/west2021.mtx,40038340.408051,0.000365,30,20
