File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,354204724.409449,0.000063,35,20
/data/egentili/af_1_k101/af_1_k101.mtx,557086912.531990,0.063009,35,20
/data/egentili/af23560/af23560.mtx,544973526.192800,0.001690,35,20
/data/egentili/amazon0302/amazon0302.mtx,283079338.880866,0.008725,35,20
/data/egentili/bcsstk17/bcsstk17.mtx,38559104.770301,0.022233,35,20
/data/egentili/cage4/cage4.mtx,25789473.684211,0.000004,35,20
/data/egentili/cant/cant.mtx,41120733.022195,0.194908,35,20
/data/egentili/cavity10/cavity10.mtx,38598864.903213,0.003947,35,20
/data/egentili/cop20k_A/cop20k_A.mtx,198123275.416259,0.026492,35,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,567727498.620681,0.438260,35,20
/data/egentili/dc1/dc1.mtx,346483718.932604,0.004424,35,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37687264.995964,0.022859,35,20
/data/egentili/lung2/lung2.mtx,36999348.370268,0.026626,35,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37283580.472651,0.068308,35,20
/data/egentili/mcfe/mcfe.mtx,40429465.655184,0.001206,35,20
/data/egentili/mhd4800a/mhd4800a.mtx,37772134.130011,0.005414,35,20
/data/egentili/mhda416/mhda416.mtx,37295001.633453,0.000459,35,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,545061980.408934,0.101209,35,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,552231993.806342,0.102104,35,20
/data/egentili/olafu/olafu.mtx,38632174.514484,0.052555,35,20
/data/egentili/olm1000/olm1000.mtx,37671458.873439,0.000212,35,20
/data/egentili/PR02R/PR02R.mtx,541671875.387759,0.030222,35,20
/data/egentili/raefsky2/raefsky2.mtx,37958853.802984,0.015467,35,20
/data/egentili/rdist2/rdist2.mtx,37513572.383294,0.003030,35,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35617354.907282,0.173163,35,20
/data/egentili/thermal1/thermal1.mtx,36978247.540638,0.031070,35,20
/data/egentili/thermal2/thermal2.mtx,37248697.943940,0.460704,35,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37622494.461511,0.037826,35,20
/data/egentili/webbase-1M/webbase-1M.mtx,339944337.565028,0.018271,35,20
/data/egentili/west2021/west2021.mtx,40005472.704884,0.000365,35,20
