matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.010656,2110650.750000,0.000036,0.009024,0.200576
"/data/egentili/af_1_k101.mtx",1.095608,32038230.000000,0.003082,1.073152,1.342528
"/data/egentili/af23560.mtx",0.053425,17242650.000000,0.000001,0.051200,0.058816
"/data/egentili/amazon0302.mtx",0.485765,5084260.500000,0.000000,0.484224,0.488224
"/data/egentili/bcsstk17.mtx",0.030835,27803264.000000,0.000000,0.029024,0.043936
"/data/egentili/cage4.mtx",0.004343,22566.498047,0.000000,0.002848,0.011392
"/data/egentili/cant.mtx",0.161749,49550732.000000,0.000001,0.160064,0.178656
"/data/egentili/cavity10.mtx",0.008722,17467056.000000,0.000000,0.008160,0.016992
"/data/egentili/cop20k_A.mtx",0.237932,22059534.000000,0.000004,0.235392,0.293504
"/data/egentili/Cube_Coup_dt0.mtx",5.293255,47005512.000000,0.014517,5.239360,6.049152
"/data/egentili/dc1.mtx",0.231977,6607509.500000,0.000001,0.229376,0.236448
"/data/egentili/FEM_3D_thermal1.mtx",0.043886,19629732.000000,0.000001,0.040960,0.050688
"/data/egentili/lung2.mtx",0.212154,4643449.500000,0.000000,0.208352,0.213984
"/data/egentili/mac_econ_fwd500.mtx",0.391942,6497844.000000,0.000000,0.391072,0.395840
"/data/egentili/mcfe.mtx",0.006056,8052574.000000,0.000000,0.004704,0.014144
"/data/egentili/mhd4800a.mtx",0.013555,15087384.000000,0.000000,0.012288,0.022176
"/data/egentili/mhda416.mtx",0.005820,2942249.250000,0.000000,0.004544,0.014048
"/data/egentili/ML_Laplace.mtx",1.051729,52452116.000000,0.001168,1.013760,1.212000
"/data/egentili/nlpkkt80.mtx",2.100863,26839128.000000,0.006042,2.070784,2.479488
"/data/egentili/olafu.mtx",0.048587,41787152.000000,0.000001,0.047104,0.065408
"/data/egentili/olm1000.mtx",0.005713,1399013.000000,0.000000,0.004448,0.013056
"/data/egentili/PR02R.mtx",0.384220,42606552.000000,0.000642,0.366400,0.518752
"/data/egentili/raefsky2.mtx",0.013106,44797272.000000,0.000000,0.012288,0.026976
"/data/egentili/rdist2.mtx",0.010811,10514420.000000,0.000000,0.009888,0.019168
"/data/egentili/roadNet-PA.mtx",2.042717,3019308.250000,0.000000,2.041632,2.045280
"/data/egentili/thermal1.mtx",0.159693,7194543.500000,0.000005,0.158144,0.228128
"/data/egentili/thermal2.mtx",2.324991,7380944.500000,0.007935,2.300608,2.674624
"/data/egentili/thermomech_TK.mtx",0.194713,7308773.000000,0.000000,0.193184,0.198400
"/data/egentili/webbase-1M.mtx",1.916033,3241631.250000,0.000005,1.914848,1.985216
"/data/egentili/west2021.mtx",0.008213,1780116.375000,0.000000,0.007008,0.015840
