matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.071608,314097.781250,0.000037,0.070016,0.263040
"/data/egentili/af_1_k101.mtx",4.008817,8756038.000000,0.000239,3.973536,4.327904
"/data/egentili/af23560.mtx",0.039163,23522006.000000,0.000000,0.037344,0.051616
"/data/egentili/amazon0302.mtx",0.105504,23409118.000000,0.000000,0.104288,0.110944
"/data/egentili/bcsstk17.mtx",0.076404,11220678.000000,0.000001,0.074368,0.092288
"/data/egentili/cage4.mtx",0.004276,22921.173828,0.000000,0.002784,0.011744
"/data/egentili/cant.mtx",0.969139,8269984.500000,0.000277,0.911648,1.011584
"/data/egentili/cavity10.mtx",0.035900,4243452.500000,0.000000,0.034816,0.046272
"/data/egentili/cop20k_A.mtx",0.471471,11132519.000000,0.000010,0.464576,0.521568
"/data/egentili/Cube_Coup_dt0.mtx",30.096197,8267228.500000,0.009961,29.759487,30.421024
"/data/egentili/dc1.mtx",6.302924,243187.453125,0.000043,6.292480,6.477696
"/data/egentili/FEM_3D_thermal1.mtx",0.046220,18638814.000000,0.000001,0.044704,0.059232
"/data/egentili/lung2.mtx",0.041432,23777246.000000,0.000000,0.038464,0.045056
"/data/egentili/mac_econ_fwd500.mtx",0.110992,22945576.000000,0.000006,0.108544,0.186624
"/data/egentili/mcfe.mtx",0.027407,1779258.875000,0.000000,0.026336,0.038656
"/data/egentili/mhd4800a.mtx",0.027203,7517564.500000,0.000000,0.026496,0.035104
"/data/egentili/mhda416.mtx",0.012377,1383577.375000,0.000000,0.011104,0.018080
"/data/egentili/ML_Laplace.mtx",8.557956,6446095.000000,0.002834,8.382208,8.834816
"/data/egentili/nlpkkt80.mtx",4.325352,13036012.000000,0.000148,4.301248,4.643296
"/data/egentili/olafu.mtx",0.140986,14400841.000000,0.000001,0.138624,0.158112
"/data/egentili/olm1000.mtx",0.006210,1286959.000000,0.000000,0.004672,0.014336
"/data/egentili/PR02R.mtx",1.782380,9184502.000000,0.000327,1.719104,1.856896
"/data/egentili/raefsky2.mtx",0.103317,5682540.500000,0.000001,0.102240,0.122080
"/data/egentili/rdist2.mtx",0.026961,4216084.500000,0.000000,0.025408,0.043840
"/data/egentili/roadNet-PA.mtx",0.306946,20093438.000000,0.000004,0.302848,0.324192
"/data/egentili/thermal1.mtx",0.046192,24872858.000000,0.000000,0.045056,0.049888
"/data/egentili/thermal2.mtx",0.754671,22739220.000000,0.000327,0.734912,0.886336
"/data/egentili/thermomech_TK.mtx",0.067737,21009562.000000,0.000000,0.066048,0.069632
"/data/egentili/webbase-1M.mtx",0.388104,16003641.000000,0.000234,0.373088,0.415744
"/data/egentili/west2021.mtx",0.008992,1625928.875000,0.000000,0.008192,0.018464
