matrix,time,flops,std_dev,min,max
"/data/fdonnini/adder_dcop_32.mtx",1.432651,15699.571289,0.002732,1.394944,1.506560
"/data/fdonnini/af_1_k101.mtx",5.833568,6017132.500000,0.000008,5.830368,5.837152
"/data/fdonnini/af23560.mtx",1.230709,748508.187500,0.000058,1.220032,1.236928
"/data/fdonnini/amazon0302.mtx",0.759051,3253740.750000,0.000008,0.755232,0.761856
"/data/fdonnini/bcsstk17.mtx",1.089600,786802.500000,0.000041,1.084448,1.098624
"/data/fdonnini/cage4.mtx",0.013483,7268.591309,0.000003,0.012160,0.016000
"/data/fdonnini/cant.mtx",5.721643,1400780.500000,0.000021,5.715520,5.726560
"/data/fdonnini/cavity10.mtx",0.280053,543974.937500,0.000037,0.274912,0.288608
"/data/fdonnini/cop20k_A.mtx",2.842965,1846192.750000,0.000014,2.838208,2.847424
"/data/fdonnini/Cube_Coup_dt0.mtx",77.996941,3190024.500000,1.468501,76.980225,79.700066
"/data/fdonnini/dc1.mtx",190.988892,8025.555664,0.000051,190.980057,190.997498
"/data/fdonnini/FEM_3D_thermal1.mtx",0.954485,902559.687500,0.000035,0.946432,0.960352
"/data/fdonnini/lung2.mtx",0.457163,2154874.250000,0.000000,0.456704,0.457920
"/data/fdonnini/mac_econ_fwd500.mtx",1.496864,1701409.125000,0.000023,1.490752,1.502368
"/data/fdonnini/mcfe.mtx",0.161376,302176.281250,0.000016,0.157952,0.167072
"/data/fdonnini/mhd4800a.mtx",0.301483,678327.625000,0.000007,0.298656,0.305152
"/data/fdonnini/mhda416.mtx",0.088480,193535.250000,0.000003,0.087232,0.090912
"/data/fdonnini/ML_Laplace.mtx",8.375755,6586319.000000,0.000040,8.369664,8.384480
"/data/fdonnini/nlpkkt80.mtx",12.965878,4348749.000000,0.000167,12.954016,12.983872
"/data/fdonnini/olafu.mtx",2.384619,851419.937500,0.000019,2.380032,2.390528
"/data/fdonnini/olm1000.mtx",0.037739,211772.187500,0.000004,0.035776,0.040320
"/data/fdonnini/PR02R.mtx",5.455744,3000557.250000,0.000003,5.453504,5.457184
"/data/fdonnini/raefsky2.mtx",0.557963,1052224.500000,0.000030,0.553184,0.565696
"/data/fdonnini/rdist2.mtx",0.347445,327153.625000,0.000016,0.344064,0.353088
"/data/fdonnini/roadNet-PA.mtx",1.956864,3151773.500000,0.000086,1.944320,1.966400
"/data/fdonnini/thermal1.mtx",0.621173,1849590.000000,0.000002,0.620192,0.623072
"/data/fdonnini/thermal2.mtx",4.558528,3764510.000000,0.000372,4.538368,4.584512
"/data/fdonnini/thermomech_TK.mtx",0.609941,2333201.500000,0.000006,0.606816,0.612704
"/data/fdonnini/webbase-1M.mtx",14.419350,430745.625000,0.000023,14.415872,14.426112
"/data/fdonnini/west2021.mtx",0.068885,212236.765625,0.000012,0.065536,0.073728
