matrix,time,flops,std_dev,min,max
"/data/fdonnini/adder_dcop_32.mtx",0.072554,310003.875000,0.000131,0.069824,0.186464
"/data/fdonnini/af_1_k101.mtx",3.997280,8781309.000000,0.000158,3.971328,4.025824
"/data/fdonnini/af23560.mtx",0.039209,23494330.000000,0.000002,0.037920,0.050816
"/data/fdonnini/amazon0302.mtx",0.080381,30725418.000000,0.000001,0.078496,0.081888
"/data/fdonnini/bcsstk17.mtx",0.076675,11180976.000000,0.000001,0.075616,0.083232
"/data/fdonnini/cage4.mtx",0.004525,21658.414062,0.000001,0.003904,0.011936
"/data/fdonnini/cant.mtx",0.968104,8278830.500000,0.000230,0.916896,0.992416
"/data/fdonnini/cavity10.mtx",0.042339,3598186.250000,0.000001,0.040960,0.051264
"/data/fdonnini/cop20k_A.mtx",0.469067,11189575.000000,0.000008,0.463616,0.489024
"/data/fdonnini/Cube_Coup_dt0.mtx",30.011843,8290465.500000,0.018975,29.487904,30.277632
"/data/fdonnini/dc1.mtx",6.310722,242886.953125,0.000012,6.301696,6.318496
"/data/fdonnini/FEM_3D_thermal1.mtx",0.045545,18914802.000000,0.000001,0.043648,0.051040
"/data/fdonnini/lung2.mtx",0.033835,29115754.000000,0.000001,0.030336,0.034816
"/data/fdonnini/mac_econ_fwd500.mtx",0.094680,26898796.000000,0.000001,0.092160,0.100512
"/data/fdonnini/mcfe.mtx",0.027251,1789468.000000,0.000001,0.026368,0.035392
"/data/fdonnini/mhd4800a.mtx",0.027058,7558008.500000,0.000001,0.026272,0.033504
"/data/fdonnini/mhda416.mtx",0.012307,1391452.625000,0.000000,0.011264,0.016512
"/data/fdonnini/ML_Laplace.mtx",8.566297,6439818.500000,0.003471,8.466336,8.726720
"/data/fdonnini/nlpkkt80.mtx",4.230369,13328706.000000,0.000236,4.196288,4.251616
"/data/fdonnini/olafu.mtx",0.140324,14468793.000000,0.000001,0.137216,0.147264
"/data/fdonnini/olm1000.mtx",0.006170,1295384.125000,0.000001,0.004896,0.011840
"/data/fdonnini/PR02R.mtx",1.775395,9220636.000000,0.000395,1.722368,1.826720
"/data/fdonnini/raefsky2.mtx",0.101858,5763912.500000,0.000002,0.100352,0.113056
"/data/fdonnini/rdist2.mtx",0.026521,4285969.500000,0.000001,0.025184,0.036384
"/data/fdonnini/roadNet-PA.mtx",0.185062,33327084.000000,0.000003,0.180960,0.191232
"/data/fdonnini/thermal1.mtx",0.042548,27002924.000000,0.000000,0.040960,0.046144
"/data/fdonnini/thermal2.mtx",0.623456,27525018.000000,0.000013,0.612608,0.630112
"/data/fdonnini/thermomech_TK.mtx",0.065118,21854284.000000,0.000001,0.063488,0.068992
"/data/fdonnini/webbase-1M.mtx",0.410223,15140711.000000,0.000002,0.407552,0.414336
"/data/fdonnini/west2021.mtx",0.010041,1456082.750000,0.000001,0.008576,0.018432
