File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,354763406.940063,0.000063,15,20
/data/egentili/af_1_k101/af_1_k101.mtx,560749074.440171,0.062597,15,20
/data/egentili/af23560/af23560.mtx,539721115.537849,0.001707,15,20
/data/egentili/amazon0302/amazon0302.mtx,279210219.885818,0.008845,15,20
/data/egentili/bcsstk17/bcsstk17.mtx,38302587.312296,0.022382,15,20
/data/egentili/cage4/cage4.mtx,27222222.222222,0.000004,15,20
/data/egentili/cant/cant.mtx,40787883.075053,0.196499,15,20
/data/egentili/cavity10/cavity10.mtx,38328888.441604,0.003975,15,20
/data/egentili/cop20k_A/cop20k_A.mtx,195941740.070221,0.026787,15,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,567131522.392339,0.438720,15,20
/data/egentili/dc1/dc1.mtx,347371021.291543,0.004413,15,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,38252382.781366,0.022521,15,20
/data/egentili/lung2/lung2.mtx,37326270.680709,0.026392,15,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37516533.682752,0.067884,15,20
/data/egentili/mcfe/mcfe.mtx,40134979.423868,0.001215,15,20
/data/egentili/mhd4800a/mhd4800a.mtx,38261878.256640,0.005345,15,20
/data/egentili/mhda416/mhda416.mtx,38180602.006689,0.000448,15,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,551501745.518237,0.100028,15,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,549734070.142461,0.102568,15,20
/data/egentili/olafu/olafu.mtx,38259263.725993,0.053067,15,20
/data/egentili/olm1000/olm1000.mtx,37635978.337650,0.000212,15,20
/data/egentili/PR02R/PR02R.mtx,549751222.395357,0.029778,15,20
/data/egentili/raefsky2/raefsky2.mtx,38240711.791986,0.015353,15,20
/data/egentili/rdist2/rdist2.mtx,38173727.603983,0.002978,15,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,36273007.727050,0.170033,15,20
/data/egentili/thermal1/thermal1.mtx,37849378.766890,0.030355,15,20
/data/egentili/thermal2/thermal2.mtx,37559381.492217,0.456893,15,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37316034.229361,0.038137,15,20
/data/egentili/webbase-1M/webbase-1M.mtx,339036941.006291,0.018320,15,20
/data/egentili/west2021/west2021.mtx,39502837.071062,0.000370,15,20
