File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,355886075.949367,0.000063,5,20
/data/egentili/af_1_k101/af_1_k101.mtx,557818615.804889,0.062926,5,20
/data/egentili/af23560/af23560.mtx,527528131.710809,0.001746,5,20
/data/egentili/amazon0302/amazon0302.mtx,279252839.447544,0.008844,5,20
/data/egentili/bcsstk17/bcsstk17.mtx,37742992.804045,0.022714,5,20
/data/egentili/cage4/cage4.mtx,25789473.684211,0.000004,5,20
/data/egentili/cant/cant.mtx,40340429.815543,0.198678,5,20
/data/egentili/cavity10/cavity10.mtx,37804799.364717,0.004030,5,20
/data/egentili/cop20k_A/cop20k_A.mtx,194011895.036835,0.027053,5,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,563701416.400623,0.441390,5,20
/data/egentili/dc1/dc1.mtx,343505893.953655,0.004462,5,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37806596.010796,0.022787,5,20
/data/egentili/lung2/lung2.mtx,36978793.446783,0.026640,5,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37181439.194580,0.068496,5,20
/data/egentili/mcfe/mcfe.mtx,39773255.576852,0.001226,5,20
/data/egentili/mhd4800a/mhd4800a.mtx,38179374.206557,0.005356,5,20
/data/egentili/mhda416/mhda416.mtx,38099899.877628,0.000449,5,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,551371382.166640,0.100051,5,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,544320761.629313,0.103588,5,20
/data/egentili/olafu/olafu.mtx,37915385.118164,0.053548,5,20
/data/egentili/olm1000/olm1000.mtx,35646743.978591,0.000224,5,20
/data/egentili/PR02R/PR02R.mtx,547249989.135413,0.029914,5,20
/data/egentili/raefsky2/raefsky2.mtx,37891971.782808,0.015494,5,20
/data/egentili/rdist2/rdist2.mtx,37595462.137624,0.003023,5,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35939311.688683,0.171611,5,20
/data/egentili/thermal1/thermal1.mtx,37171221.741416,0.030909,5,20
/data/egentili/thermal2/thermal2.mtx,37007412.857838,0.463708,5,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,36969333.281378,0.038495,5,20
/data/egentili/webbase-1M/webbase-1M.mtx,337435390.374157,0.018407,5,20
/data/egentili/west2021/west2021.mtx,39497501.013103,0.000370,5,20
