File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,346563944.530046,0.000065,25,20
/data/egentili/af_1_k101/af_1_k101.mtx,566921179.183003,0.061916,25,20
/data/egentili/af23560/af23560.mtx,532437071.930180,0.001730,25,20
/data/egentili/amazon0302/amazon0302.mtx,283555473.912020,0.008710,25,20
/data/egentili/bcsstk17/bcsstk17.mtx,38597905.096787,0.022211,25,20
/data/egentili/cage4/cage4.mtx,33793103.448276,0.000003,25,20
/data/egentili/cant/cant.mtx,40471482.551813,0.198035,25,20
/data/egentili/cavity10/cavity10.mtx,36492161.019487,0.004175,25,20
/data/egentili/cop20k_A/cop20k_A.mtx,193954898.609636,0.027061,25,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,563868830.747663,0.441259,25,20
/data/egentili/dc1/dc1.mtx,350336441.762662,0.004375,25,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,38639880.511861,0.022295,25,20
/data/egentili/lung2/lung2.mtx,37656358.701884,0.026161,25,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37930034.061072,0.067144,25,20
/data/egentili/mcfe/mcfe.mtx,40449587.325287,0.001206,25,20
/data/egentili/mhd4800a/mhd4800a.mtx,38575106.810401,0.005301,25,20
/data/egentili/mhda416/mhda416.mtx,38676453.980802,0.000443,25,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,556905579.615777,0.099057,25,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,541771900.864562,0.104076,25,20
/data/egentili/olafu/olafu.mtx,37849649.991145,0.053641,25,20
/data/egentili/olm1000/olm1000.mtx,36335530.802455,0.000220,25,20
/data/egentili/PR02R/PR02R.mtx,554967743.247779,0.029498,25,20
/data/egentili/raefsky2/raefsky2.mtx,38590349.487633,0.015214,25,20
/data/egentili/rdist2/rdist2.mtx,38457868.827500,0.002956,25,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,36612023.998846,0.168458,25,20
/data/egentili/thermal1/thermal1.mtx,37938241.009647,0.030284,25,20
/data/egentili/thermal2/thermal2.mtx,36921444.746255,0.464788,25,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37543142.735414,0.037906,25,20
/data/egentili/webbase-1M/webbase-1M.mtx,339517869.442106,0.018294,25,20
/data/egentili/west2021/west2021.mtx,40082248.115147,0.000365,25,20
