File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,354763406.940063,0.000063,10,20
/data/egentili/af_1_k101/af_1_k101.mtx,553948745.141299,0.063366,10,20
/data/egentili/af23560/af23560.mtx,527256388.976333,0.001747,10,20
/data/egentili/amazon0302/amazon0302.mtx,275947084.390119,0.008950,10,20
/data/egentili/bcsstk17/bcsstk17.mtx,37478906.366124,0.022874,10,20
/data/egentili/cage4/cage4.mtx,33793103.448276,0.000003,10,20
/data/egentili/cant/cant.mtx,40193637.184036,0.199404,10,20
/data/egentili/cavity10/cavity10.mtx,37604166.666667,0.004051,10,20
/data/egentili/cop20k_A/cop20k_A.mtx,193132730.728259,0.027176,10,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,564910228.951167,0.440445,10,20
/data/egentili/dc1/dc1.mtx,343509743.061080,0.004462,10,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37770460.753322,0.022808,10,20
/data/egentili/lung2/lung2.mtx,36895696.123834,0.026700,10,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37233133.798776,0.068401,10,20
/data/egentili/mcfe/mcfe.mtx,39437120.905782,0.001237,10,20
/data/egentili/mhd4800a/mhd4800a.mtx,37528489.897785,0.005449,10,20
/data/egentili/mhda416/mhda416.mtx,37425417.987105,0.000458,10,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,545100220.054287,0.101202,10,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,554056338.789357,0.101768,10,20
/data/egentili/olafu/olafu.mtx,38713572.170172,0.052444,10,20
/data/egentili/olm1000/olm1000.mtx,36451539.338655,0.000219,10,20
/data/egentili/PR02R/PR02R.mtx,544477881.992949,0.030066,10,20
/data/egentili/raefsky2/raefsky2.mtx,37958240.259132,0.015467,10,20
/data/egentili/rdist2/rdist2.mtx,38154507.158082,0.002979,10,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35367046.260611,0.174388,10,20
/data/egentili/thermal1/thermal1.mtx,36685132.973373,0.031318,10,20
/data/egentili/thermal2/thermal2.mtx,36983023.773441,0.464014,10,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37280256.303792,0.038173,10,20
/data/egentili/webbase-1M/webbase-1M.mtx,341695750.720683,0.018177,10,20
/data/egentili/west2021/west2021.mtx,40021899.808377,0.000365,10,20
