File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,343127383.676583,0.000066,20,20
/data/egentili/af_1_k101/af_1_k101.mtx,560579370.833746,0.062616,20,20
/data/egentili/af23560/af23560.mtx,517845859.801001,0.001779,20,20
/data/egentili/amazon0302/amazon0302.mtx,280472194.146973,0.008806,20,20
/data/egentili/bcsstk17/bcsstk17.mtx,37906875.457365,0.022616,20,20
/data/egentili/cage4/cage4.mtx,27222222.222222,0.000004,20,20
/data/egentili/cant/cant.mtx,40334308.967311,0.198708,20,20
/data/egentili/cavity10/cavity10.mtx,38185737.561098,0.003989,20,20
/data/egentili/cop20k_A/cop20k_A.mtx,194665979.289677,0.026962,20,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,564422433.245218,0.440826,20,20
/data/egentili/dc1/dc1.mtx,347430073.892742,0.004412,20,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37837232.437561,0.022768,20,20
/data/egentili/lung2/lung2.mtx,37170433.535826,0.026503,20,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,37145294.956726,0.068563,20,20
/data/egentili/mcfe/mcfe.mtx,39446691.473872,0.001236,20,20
/data/egentili/mhd4800a/mhd4800a.mtx,37740069.204152,0.005419,20,20
/data/egentili/mhda416/mhda416.mtx,38672086.720867,0.000443,20,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,546604428.291444,0.100924,20,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,542900990.618563,0.103859,20,20
/data/egentili/olafu/olafu.mtx,37865638.669983,0.053619,20,20
/data/egentili/olm1000/olm1000.mtx,35386318.352889,0.000226,20,20
/data/egentili/PR02R/PR02R.mtx,552679098.644996,0.029620,20,20
/data/egentili/raefsky2/raefsky2.mtx,38686469.995190,0.015176,20,20
/data/egentili/rdist2/rdist2.mtx,38606120.300241,0.002944,20,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,36573259.727349,0.168637,20,20
/data/egentili/thermal1/thermal1.mtx,37873958.513610,0.030335,20,20
/data/egentili/thermal2/thermal2.mtx,36932895.205226,0.464643,20,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37455053.651373,0.037995,20,20
/data/egentili/webbase-1M/webbase-1M.mtx,341641245.097662,0.018180,20,20
/data/egentili/west2021/west2021.mtx,39513513.513514,0.000370,20,20
