File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,355886075.949367,0.000063,20,20
/data/egentili/af_1_k101/af_1_k101.mtx,558189404.986618,0.062884,20,20
/data/egentili/af23560/af23560.mtx,545215435.606061,0.001690,20,20
/data/egentili/amazon0302/amazon0302.mtx,280614003.692657,0.008801,20,20
/data/egentili/bcsstk17/bcsstk17.mtx,38341730.230395,0.022359,20,20
/data/egentili/cage4/cage4.mtx,36981132.075472,0.000003,20,20
/data/egentili/cant/cant.mtx,41151135.873825,0.194764,20,20
/data/egentili/cavity10/cavity10.mtx,38618434.394646,0.003945,20,20
/data/egentili/cop20k_A/cop20k_A.mtx,197947683.233140,0.026515,20,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,568729517.278945,0.437488,20,20
/data/egentili/dc1/dc1.mtx,346867921.112481,0.004419,20,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37920424.683402,0.022718,20,20
/data/egentili/lung2/lung2.mtx,36906131.990649,0.026693,20,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,36597921.625911,0.069588,20,20
/data/egentili/mcfe/mcfe.mtx,39875705.290702,0.001223,20,20
/data/egentili/mhd4800a/mhd4800a.mtx,37621347.167416,0.005436,20,20
/data/egentili/mhda416/mhda416.mtx,38087188.612100,0.000450,20,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,544846915.066615,0.101249,20,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,551709216.721526,0.102201,20,20
/data/egentili/olafu/olafu.mtx,38476525.819372,0.052768,20,20
/data/egentili/olm1000/olm1000.mtx,36518163.125428,0.000219,20,20
/data/egentili/PR02R/PR02R.mtx,547542854.467066,0.029898,20,20
/data/egentili/raefsky2/raefsky2.mtx,38123754.050351,0.015400,20,20
/data/egentili/rdist2/rdist2.mtx,37919036.578653,0.002998,20,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35766731.897331,0.172439,20,20
/data/egentili/thermal1/thermal1.mtx,37033195.321679,0.031024,20,20
/data/egentili/thermal2/thermal2.mtx,37406013.734656,0.458766,20,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,36726711.536873,0.038749,20,20
/data/egentili/webbase-1M/webbase-1M.mtx,330229499.132034,0.018808,20,20
/data/egentili/west2021/west2021.mtx,38072916.666667,0.000384,20,20
