File,FLOPS,mean_time [s],num_threads,num_runs
/data/egentili/adder_dcop_32/adder_dcop_32.mtx,353926042.486231,0.000064,40,20
/data/egentili/af_1_k101/af_1_k101.mtx,554368683.638224,0.063318,40,20
/data/egentili/af23560/af23560.mtx,520537944.284342,0.001770,40,20
/data/egentili/amazon0302/amazon0302.mtx,272991488.891345,0.009047,40,20
/data/egentili/bcsstk17/bcsstk17.mtx,37481282.311921,0.022873,40,20
/data/egentili/cage4/cage4.mtx,35636363.636364,0.000003,40,20
/data/egentili/cant/cant.mtx,40121454.166095,0.199763,40,20
/data/egentili/cavity10/cavity10.mtx,37175172.952330,0.004098,40,20
/data/egentili/cop20k_A/cop20k_A.mtx,193938057.021239,0.027064,40,20
/data/egentili/Cube_Coup_dt0/Cube_Coup_dt0.mtx,564602639.433936,0.440685,40,20
/data/egentili/dc1/dc1.mtx,347512781.273026,0.004411,40,20
/data/egentili/FEM_3D_thermal1/FEM_3D_thermal1.mtx,37880240.258198,0.022742,40,20
/data/egentili/lung2/lung2.mtx,36738013.682666,0.026815,40,20
/data/egentili/mac_econ_fwd500/mac_econ_fwd500.mtx,36996795.365337,0.068838,40,20
/data/egentili/mcfe/mcfe.mtx,39327392.233558,0.001240,40,20
/data/egentili/mhd4800a/mhd4800a.mtx,37878476.370405,0.005399,40,20
/data/egentili/mhda416/mhda416.mtx,37939514.788966,0.000451,40,20
/data/egentili/ML_Laplace/ML_Laplace.mtx,544440665.621185,0.101325,40,20
/data/egentili/nlpkkt80/nlpkkt80.mtx,553722260.657873,0.101830,40,20
/data/egentili/olafu/olafu.mtx,38702318.160416,0.052460,40,20
/data/egentili/olm1000/olm1000.mtx,37627118.644068,0.000212,40,20
/data/egentili/PR02R/PR02R.mtx,542483219.586069,0.030177,40,20
/data/egentili/raefsky2/raefsky2.mtx,38070726.622507,0.015421,40,20
/data/egentili/rdist2/rdist2.mtx,37519144.441510,0.003030,40,20
/data/egentili/roadNet-PA/roadNet-PA.mtx,35771451.240774,0.172417,40,20
/data/egentili/thermal1/thermal1.mtx,37082859.946292,0.030982,40,20
/data/egentili/thermal2/thermal2.mtx,37160133.871212,0.461802,40,20
/data/egentili/thermomech_TK/thermomech_TK.mtx,37662470.673701,0.037786,40,20
/data/egentili/webbase-1M/webbase-1M.mtx,340363484.917815,0.018248,40,20
/data/egentili/west2021/west2021.mtx,40060282.230443,0.000365,40,20
