matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.014371,1565109.750000,0.000200,0.012224,0.155136
"/data/egentili/af_1_k101.mtx",1.289649,27217750.000000,0.000084,1.282528,1.377792
"/data/egentili/af23560.mtx",0.051915,17744466.000000,0.000001,0.051200,0.056192
"/data/egentili/amazon0302.mtx",0.499341,4946030.500000,0.000001,0.498048,0.505696
"/data/egentili/bcsstk17.mtx",0.029325,29234644.000000,0.000002,0.028352,0.042336
"/data/egentili/cage4.mtx",0.004567,21459.601562,0.000001,0.003872,0.010624
"/data/egentili/cant.mtx",0.188803,42450448.000000,0.000001,0.187200,0.194080
"/data/egentili/cavity10.mtx",0.010841,14052030.000000,0.000001,0.010240,0.019872
"/data/egentili/cop20k_A.mtx",0.283016,18545442.000000,0.000001,0.280576,0.285440
"/data/egentili/Cube_Coup_dt0.mtx",5.565072,44709600.000000,0.067013,5.331040,6.192000
"/data/egentili/dc1.mtx",0.559479,2739677.000000,0.000001,0.557184,0.564480
"/data/egentili/FEM_3D_thermal1.mtx",0.040614,21211364.000000,0.000001,0.039264,0.047776
"/data/egentili/lung2.mtx",0.215266,4576330.000000,0.000000,0.213952,0.216576
"/data/egentili/mac_econ_fwd500.mtx",0.469853,5420366.000000,0.000001,0.468992,0.474400
"/data/egentili/mcfe.mtx",0.007101,6867086.000000,0.000001,0.006144,0.016352
"/data/egentili/mhd4800a.mtx",0.016340,12515175.000000,0.000001,0.015040,0.024448
"/data/egentili/mhda416.mtx",0.006719,2548700.250000,0.000000,0.006048,0.011008
"/data/egentili/ML_Laplace.mtx",1.161074,47512404.000000,0.000102,1.153600,1.250592
"/data/egentili/nlpkkt80.mtx",2.443969,23071224.000000,0.008729,2.121440,2.546240
"/data/egentili/olafu.mtx",0.048564,41806804.000000,0.000004,0.047104,0.066208
"/data/egentili/olm1000.mtx",0.005996,1332924.250000,0.000001,0.004736,0.012832
"/data/egentili/PR02R.mtx",0.435470,37592156.000000,0.000073,0.432992,0.520544
"/data/egentili/raefsky2.mtx",0.016104,36457624.000000,0.000003,0.014624,0.028992
"/data/egentili/rdist2.mtx",0.013244,8582710.000000,0.000004,0.012288,0.029824
"/data/egentili/roadNet-PA.mtx",2.249229,2742092.000000,0.031020,2.083200,2.450784
"/data/egentili/thermal1.mtx",0.162991,7048968.500000,0.000000,0.161408,0.163840
"/data/egentili/thermal2.mtx",2.508400,6841263.000000,0.038397,2.353056,2.866016
"/data/egentili/thermomech_TK.mtx",0.199357,7138548.000000,0.000000,0.198656,0.202016
"/data/egentili/webbase-1M.mtx",2.122267,2926621.750000,0.026549,1.955680,2.290144
"/data/egentili/west2021.mtx",0.008751,1670719.875000,0.000001,0.008128,0.018272
