matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.014294,1573483.625000,0.000196,0.012160,0.153440
"/data/egentili/af_1_k101.mtx",1.203253,29172054.000000,0.007310,1.090432,1.353888
"/data/egentili/af23560.mtx",0.051554,17868482.000000,0.000000,0.050144,0.054976
"/data/egentili/amazon0302.mtx",0.493342,5006169.500000,0.000000,0.491936,0.495264
"/data/egentili/bcsstk17.mtx",0.028870,29694780.000000,0.000001,0.027488,0.039168
"/data/egentili/cage4.mtx",0.004398,22284.074219,0.000001,0.003744,0.009760
"/data/egentili/cant.mtx",0.185280,43257496.000000,0.000000,0.184320,0.188800
"/data/egentili/cavity10.mtx",0.010806,14097383.000000,0.000001,0.010080,0.019488
"/data/egentili/cop20k_A.mtx",0.278105,18872974.000000,0.000001,0.276448,0.285344
"/data/egentili/Cube_Coup_dt0.mtx",5.515049,45115124.000000,0.101666,5.290176,6.126784
"/data/egentili/dc1.mtx",0.560987,2732311.500000,0.000001,0.558784,0.564608
"/data/egentili/FEM_3D_thermal1.mtx",0.040093,21487154.000000,0.000002,0.038912,0.051200
"/data/egentili/lung2.mtx",0.212914,4626877.500000,0.000000,0.208320,0.214624
"/data/egentili/mac_econ_fwd500.mtx",0.462130,5510953.500000,0.000001,0.460800,0.465632
"/data/egentili/mcfe.mtx",0.007103,6865539.000000,0.000001,0.005888,0.016608
"/data/egentili/mhd4800a.mtx",0.016053,12739460.000000,0.000001,0.014752,0.024608
"/data/egentili/mhda416.mtx",0.006668,2568271.750000,0.000000,0.005984,0.011712
"/data/egentili/ML_Laplace.mtx",1.151556,47905088.000000,0.000091,1.144512,1.237184
"/data/egentili/nlpkkt80.mtx",2.254048,25015144.000000,0.027650,2.082816,2.482656
"/data/egentili/olafu.mtx",0.048020,42280980.000000,0.000002,0.047104,0.060512
"/data/egentili/olm1000.mtx",0.006042,1322758.625000,0.000005,0.004768,0.026624
"/data/egentili/PR02R.mtx",0.426675,38367104.000000,0.000001,0.425760,0.436288
"/data/egentili/raefsky2.mtx",0.015940,36831632.000000,0.000002,0.014656,0.028384
"/data/egentili/rdist2.mtx",0.012748,8916427.000000,0.000001,0.011968,0.022208
"/data/egentili/roadNet-PA.mtx",2.331669,2645140.250000,0.021208,2.057184,2.503712
"/data/egentili/thermal1.mtx",0.160316,7166563.500000,0.000003,0.159616,0.177792
"/data/egentili/thermal2.mtx",2.690415,6378431.500000,0.009428,2.318976,2.814944
"/data/egentili/thermomech_TK.mtx",0.195410,7282721.000000,0.000000,0.194560,0.196608
"/data/egentili/webbase-1M.mtx",2.227069,2788899.750000,0.008475,1.931040,2.336608
"/data/egentili/west2021.mtx",0.008465,1727119.875000,0.000001,0.007008,0.018912
