matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.109123,206115.875000,0.000041,0.106912,0.311200
"/data/egentili/af_1_k101.mtx",2.575962,13626502.000000,0.000041,2.564064,2.680032
"/data/egentili/af23560.mtx",0.047085,19564576.000000,0.000000,0.045152,0.054336
"/data/egentili/amazon0302.mtx",0.129568,19061424.000000,0.000001,0.127456,0.143840
"/data/egentili/bcsstk17.mtx",0.072746,11784809.000000,0.000002,0.070080,0.104352
"/data/egentili/cage4.mtx",0.004248,23069.818359,0.000000,0.003040,0.011424
"/data/egentili/cant.mtx",0.694764,11535953.000000,0.000193,0.645248,0.811712
"/data/egentili/cavity10.mtx",0.034870,4368845.500000,0.000000,0.033152,0.042752
"/data/egentili/cop20k_A.mtx",0.383055,13702102.000000,0.000001,0.379648,0.389856
"/data/egentili/Cube_Coup_dt0.mtx",19.316914,12880533.000000,0.006685,19.085665,20.533407
"/data/egentili/dc1.mtx",12.842719,119351.046875,0.000260,12.834816,13.236640
"/data/egentili/FEM_3D_thermal1.mtx",0.040413,21317096.000000,0.000000,0.038912,0.049632
"/data/egentili/lung2.mtx",0.048988,20109722.000000,0.000000,0.047744,0.052352
"/data/egentili/mac_econ_fwd500.mtx",0.130441,19524360.000000,0.000000,0.128768,0.137216
"/data/egentili/mcfe.mtx",0.025142,1939561.250000,0.000000,0.024416,0.034688
"/data/egentili/mhd4800a.mtx",0.023055,8870221.000000,0.000000,0.022432,0.029088
"/data/egentili/mhda416.mtx",0.010823,1582157.500000,0.000000,0.010240,0.015136
"/data/egentili/ML_Laplace.mtx",4.717862,11692880.000000,0.001953,4.550656,4.837472
"/data/egentili/nlpkkt80.mtx",3.939885,14311419.000000,0.000041,3.932160,4.040928
"/data/egentili/olafu.mtx",0.136592,14864044.000000,0.000002,0.133536,0.150976
"/data/egentili/olm1000.mtx",0.005966,1339578.500000,0.000000,0.004480,0.012288
"/data/egentili/PR02R.mtx",1.285783,12731749.000000,0.000389,1.215200,1.402944
"/data/egentili/raefsky2.mtx",0.098724,5946895.500000,0.000001,0.096576,0.111808
"/data/egentili/rdist2.mtx",0.026730,4252519.000000,0.000000,0.025312,0.036928
"/data/egentili/roadNet-PA.mtx",0.394925,15617140.000000,0.000002,0.391168,0.405504
"/data/egentili/thermal1.mtx",0.051625,22255032.000000,0.000000,0.048544,0.053824
"/data/egentili/thermal2.mtx",0.847441,20249942.000000,0.000412,0.815104,0.972640
"/data/egentili/thermomech_TK.mtx",0.075343,18888560.000000,0.000000,0.073728,0.080448
"/data/egentili/webbase-1M.mtx",0.698242,8895301.000000,0.000700,0.678400,0.754304
"/data/egentili/west2021.mtx",0.008714,1677683.625000,0.000000,0.008160,0.016832
