matrix,time,flops,std_dev,min,max
"/data/egentili/adder_dcop_32.mtx",0.012960,1735452.125000,0.000045,0.011264,0.223232
"/data/egentili/af_1_k101.mtx",1.110157,31618374.000000,0.002199,1.093632,1.376000
"/data/egentili/af23560.mtx",0.051623,17844738.000000,0.000001,0.050112,0.068704
"/data/egentili/amazon0302.mtx",0.497634,4962988.500000,0.000000,0.496160,0.504128
"/data/egentili/bcsstk17.mtx",0.028903,29661554.000000,0.000000,0.027584,0.041408
"/data/egentili/cage4.mtx",0.004110,23842.679688,0.000001,0.002784,0.020352
"/data/egentili/cant.mtx",0.180158,44487500.000000,0.000048,0.172128,0.196608
"/data/egentili/cavity10.mtx",0.009574,15912659.000000,0.000000,0.008384,0.017888
"/data/egentili/cop20k_A.mtx",0.242592,21635772.000000,0.000003,0.240000,0.287776
"/data/egentili/Cube_Coup_dt0.mtx",5.380336,46244724.000000,0.018437,5.320672,6.565600
"/data/egentili/dc1.mtx",0.562066,2727067.250000,0.000001,0.559744,0.569696
"/data/egentili/FEM_3D_thermal1.mtx",0.040734,21149154.000000,0.000010,0.039392,0.139264
"/data/egentili/lung2.mtx",0.216437,4551563.500000,0.000000,0.215104,0.218464
"/data/egentili/mac_econ_fwd500.mtx",0.401745,6339297.000000,0.000001,0.400192,0.418464
"/data/egentili/mcfe.mtx",0.005913,8246425.000000,0.000001,0.004544,0.022304
"/data/egentili/mhd4800a.mtx",0.013635,14998591.000000,0.000000,0.012288,0.021280
"/data/egentili/mhda416.mtx",0.005581,3068396.750000,0.000000,0.004416,0.011168
"/data/egentili/ML_Laplace.mtx",1.066742,51713916.000000,0.000901,1.039488,1.235264
"/data/egentili/nlpkkt80.mtx",2.159415,26111394.000000,0.010988,2.120608,2.548192
"/data/egentili/olafu.mtx",0.048223,42102976.000000,0.000001,0.047040,0.059488
"/data/egentili/olm1000.mtx",0.005784,1381718.250000,0.000000,0.004384,0.011520
"/data/egentili/PR02R.mtx",0.409197,40005876.000000,0.000792,0.374784,0.516544
"/data/egentili/raefsky2.mtx",0.013326,44055764.000000,0.000000,0.012288,0.024896
"/data/egentili/rdist2.mtx",0.010996,10337369.000000,0.000000,0.010240,0.021344
"/data/egentili/roadNet-PA.mtx",2.093061,2946685.750000,0.000000,2.091488,2.098880
"/data/egentili/thermal1.mtx",0.163572,7023927.000000,0.000000,0.162144,0.167872
"/data/egentili/thermal2.mtx",2.388125,7185816.000000,0.008583,2.361568,2.767872
"/data/egentili/thermomech_TK.mtx",0.200220,7107769.500000,0.000000,0.198944,0.201760
"/data/egentili/webbase-1M.mtx",1.987251,3125459.750000,0.008533,1.956288,2.299904
"/data/egentili/west2021.mtx",0.008477,1724764.250000,0.000000,0.006816,0.019232
