File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,439376200.757215,0.000051,0.000000,0.000048,0.000888,12,1000
/data/egentili/af_1_k101.mtx,5988992180.478484,0.005861,0.000000,0.005785,0.009851,12,1000
/data/egentili/af23560.mtx,13464958842.919590,0.000068,0.000000,0.000066,0.000285,12,1000
/data/egentili/amazon0302.mtx,7840823395.215940,0.000315,0.000000,0.000308,0.001276,12,1000
/data/egentili/bcsstk17.mtx,12106576111.533201,0.000071,0.000000,0.000067,0.000909,12,1000
/data/egentili/cage4.mtx,15094964.947827,0.000006,0.000000,0.000005,0.000015,12,1000
/data/egentili/cant.mtx,9024135697.762527,0.000888,0.000000,0.000848,0.002318,12,1000
/data/egentili/cavity10.mtx,6681782687.413816,0.000023,0.000000,0.000021,0.000167,12,1000
/data/egentili/cop20k_A.mtx,4467161664.167985,0.001175,0.000000,0.001158,0.001843,12,1000
/data/egentili/Cube_Coup_dt0.mtx,6262353085.249043,0.039731,0.000073,0.024218,0.072796,12,1000
/data/egentili/dc1.mtx,275355883.540457,0.005567,0.000000,0.005507,0.005847,12,1000
/data/egentili/FEM_3D_thermal1.mtx,14878352174.187782,0.000058,0.000000,0.000055,0.000304,12,1000
/data/egentili/lung2.mtx,7922837746.685411,0.000124,0.000000,0.000122,0.000481,12,1000
/data/egentili/mac_econ_fwd500.mtx,2580750180.900910,0.000987,0.000000,0.000953,0.002489,12,1000
/data/egentili/mcfe.mtx,4048093213.977549,0.000012,0.000000,0.000010,0.000133,12,1000
/data/egentili/mhd4800a.mtx,9006703473.377129,0.000023,0.000000,0.000020,0.000143,12,1000
/data/egentili/mhda416.mtx,2512234788.005384,0.000007,0.000000,0.000005,0.000014,12,1000
/data/egentili/ML_Laplace.mtx,5962062216.530909,0.009253,0.000000,0.009185,0.015176,12,1000
/data/egentili/nlpkkt80.mtx,5471905930.630621,0.010305,0.000000,0.008683,0.016995,12,1000
/data/egentili/olafu.mtx,13732809751.362930,0.000148,0.000000,0.000145,0.000561,12,1000
/data/egentili/olm1000.mtx,1258557496.345255,0.000006,0.000000,0.000005,0.000015,12,1000
/data/egentili/PR02R.mtx,5742977166.360368,0.002850,0.000000,0.001949,0.005850,12,1000
/data/egentili/raefsky2.mtx,13222332132.130367,0.000044,0.000000,0.000042,0.000295,12,1000
/data/egentili/rdist2.mtx,4237980867.272296,0.000027,0.000000,0.000024,0.000192,12,1000
/data/egentili/roadNet-PA.mtx,3432326721.253887,0.001797,0.000000,0.001766,0.003504,12,1000
/data/egentili/thermal1.mtx,9954804045.832720,0.000115,0.000000,0.000112,0.000565,12,1000
/data/egentili/thermal2.mtx,3390094267.694201,0.005062,0.000000,0.005006,0.007740,12,1000
/data/egentili/thermomech_TK.mtx,9336043228.407310,0.000152,0.000000,0.000149,0.000719,12,1000
/data/egentili/webbase-1M.mtx,942656718.392870,0.006589,0.000000,0.006490,0.008946,12,1000
/data/egentili/west2021.mtx,1652981901.389204,0.000009,0.000000,0.000007,0.000037,12,1000
