File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,394667785.350257,0.000057,0.000000,0.000051,0.000317,3,1000
/data/egentili/af_1_k101.mtx,3994109394.058309,0.008788,0.000001,0.007797,0.017839,3,1000
/data/egentili/af23560.mtx,4533633588.438968,0.000203,0.000000,0.000192,0.000623,3,1000
/data/egentili/amazon0302.mtx,2115305018.117535,0.001168,0.000000,0.001155,0.003031,3,1000
/data/egentili/bcsstk17.mtx,3671341122.260712,0.000234,0.000000,0.000225,0.000754,3,1000
/data/egentili/cage4.mtx,31060953.536545,0.000003,0.000000,0.000002,0.000014,3,1000
/data/egentili/cant.mtx,3823199691.247785,0.002096,0.000000,0.002001,0.002811,3,1000
/data/egentili/cavity10.mtx,2423672435.174732,0.000063,0.000000,0.000062,0.000148,3,1000
/data/egentili/cop20k_A.mtx,2238120141.398387,0.002345,0.000000,0.002315,0.003130,3,1000
/data/egentili/Cube_Coup_dt0.mtx,4157410709.952701,0.059848,0.000032,0.055630,0.109227,3,1000
/data/egentili/dc1.mtx,272123058.971013,0.005633,0.000000,0.005582,0.006232,3,1000
/data/egentili/FEM_3D_thermal1.mtx,4250060542.977544,0.000203,0.000000,0.000192,0.000560,3,1000
/data/egentili/lung2.mtx,2238944309.874951,0.000440,0.000000,0.000430,0.000792,3,1000
/data/egentili/mac_econ_fwd500.mtx,1086556361.595886,0.002344,0.000000,0.002274,0.002990,3,1000
/data/egentili/mcfe.mtx,1950026690.199694,0.000025,0.000000,0.000024,0.000087,3,1000
/data/egentili/mhd4800a.mtx,3269026764.065670,0.000063,0.000000,0.000061,0.000264,3,1000
/data/egentili/mhda416.mtx,2232400789.719236,0.000008,0.000000,0.000007,0.000023,3,1000
/data/egentili/ML_Laplace.mtx,3852739101.042517,0.014318,0.000000,0.014001,0.016663,3,1000
/data/egentili/nlpkkt80.mtx,3648603962.849239,0.015454,0.000000,0.015237,0.017976,3,1000
/data/egentili/olafu.mtx,4000217465.929925,0.000508,0.000000,0.000502,0.001248,3,1000
/data/egentili/olm1000.mtx,1331206630.760435,0.000006,0.000000,0.000005,0.000022,3,1000
/data/egentili/PR02R.mtx,3125920085.157836,0.005237,0.000000,0.005087,0.006363,3,1000
/data/egentili/raefsky2.mtx,4208590861.372087,0.000140,0.000000,0.000137,0.000368,3,1000
/data/egentili/rdist2.mtx,1488304799.956208,0.000076,0.000000,0.000075,0.000261,3,1000
/data/egentili/roadNet-PA.mtx,1601141400.549884,0.003852,0.000000,0.003772,0.005388,3,1000
/data/egentili/thermal1.mtx,2882588689.270288,0.000399,0.000000,0.000391,0.000895,3,1000
/data/egentili/thermal2.mtx,2063637847.143637,0.008316,0.000000,0.008100,0.011354,3,1000
/data/egentili/thermomech_TK.mtx,2632556156.906866,0.000541,0.000000,0.000528,0.001345,3,1000
/data/egentili/webbase-1M.mtx,660811006.486088,0.009399,0.000000,0.009326,0.010218,3,1000
/data/egentili/west2021.mtx,984804790.447771,0.000015,0.000000,0.000014,0.000032,3,1000
