File,FLOPS,mean_time [s],std_dev,min,max,num_threads,num_runs
/data/egentili/adder_dcop_32.mtx,392771117.814278,0.000057,0.000000,0.000053,0.001433,31,1000
/data/egentili/af_1_k101.mtx,5891696736.369710,0.005958,0.000000,0.005929,0.010085,31,1000
/data/egentili/af23560.mtx,20666055921.923737,0.000045,0.000000,0.000042,0.000317,31,1000
/data/egentili/amazon0302.mtx,10253102978.820023,0.000241,0.000000,0.000236,0.001129,31,1000
/data/egentili/bcsstk17.mtx,18704509086.500862,0.000046,0.000000,0.000043,0.000375,31,1000
/data/egentili/cage4.mtx,7931208.850250,0.000012,0.000000,0.000010,0.000020,31,1000
/data/egentili/cant.mtx,12279528443.603678,0.000653,0.000000,0.000632,0.002399,31,1000
/data/egentili/cavity10.mtx,6929772935.555149,0.000022,0.000000,0.000018,0.000182,31,1000
/data/egentili/cop20k_A.mtx,7257220721.428613,0.000723,0.000000,0.000704,0.001879,31,1000
/data/egentili/Cube_Coup_dt0.mtx,5140100304.838417,0.048406,0.000001,0.048038,0.074081,31,1000
/data/egentili/dc1.mtx,261542306.989682,0.005861,0.000000,0.005802,0.006371,31,1000
/data/egentili/FEM_3D_thermal1.mtx,21530295209.490723,0.000040,0.000000,0.000037,0.000319,31,1000
/data/egentili/lung2.mtx,10519072536.863342,0.000094,0.000000,0.000091,0.000512,31,1000
/data/egentili/mac_econ_fwd500.mtx,3214229304.134415,0.000792,0.000000,0.000768,0.002558,31,1000
/data/egentili/mcfe.mtx,3575473924.435668,0.000014,0.000000,0.000011,0.000151,31,1000
/data/egentili/mhd4800a.mtx,10618157377.148155,0.000019,0.000000,0.000016,0.000153,31,1000
/data/egentili/mhda416.mtx,1665620524.988264,0.000010,0.000000,0.000009,0.000026,31,1000
/data/egentili/ML_Laplace.mtx,5792854813.843085,0.009523,0.000000,0.009492,0.015636,31,1000
/data/egentili/nlpkkt80.mtx,5258349407.108916,0.010723,0.000000,0.010679,0.017346,31,1000
/data/egentili/olafu.mtx,24522568366.830151,0.000083,0.000000,0.000080,0.000550,31,1000
/data/egentili/olm1000.mtx,646881622.659200,0.000012,0.000000,0.000010,0.000047,31,1000
/data/egentili/PR02R.mtx,5119220954.585994,0.003198,0.000000,0.003175,0.006228,31,1000
/data/egentili/raefsky2.mtx,19648165383.817722,0.000030,0.000000,0.000027,0.000217,31,1000
/data/egentili/rdist2.mtx,5175643563.598013,0.000022,0.000000,0.000019,0.000166,31,1000
/data/egentili/roadNet-PA.mtx,3661765498.229443,0.001684,0.000000,0.001659,0.003499,31,1000
/data/egentili/thermal1.mtx,14108614947.769808,0.000081,0.000000,0.000078,0.000634,31,1000
/data/egentili/thermal2.mtx,3634220282.227243,0.004722,0.000000,0.004508,0.008021,31,1000
/data/egentili/thermomech_TK.mtx,13265046248.651363,0.000107,0.000000,0.000104,0.000786,31,1000
/data/egentili/webbase-1M.mtx,1056830735.169438,0.005877,0.000000,0.005829,0.008317,31,1000
/data/egentili/west2021.mtx,1274775798.496151,0.000011,0.000000,0.000010,0.000040,31,1000
